Document_No,Judul,Published Date,Full Article,Likes,Comment,Total Shares,Sentiment,Dominant_Topic,Contribution,Keyword
89,Pertanyaan Identifikasi Itu Apa dan Sebutkan Contohnya! Kunci Jawaban Bahasa Indonesia Kelas 9 Halaman 151,2023-02-26,INDOTRENDSID Apa yang dimaksud pertanyaan identifikasi lalu sebutkan contohnya Simak kunci jawaban Bahasa Indonesia kelas halaman Pertanyaan Identifikasi yang dibahas di kunci jawaban Bahasa Indonesia kelas halaman terdapat di materi Bab yaitu menyusun cerita inspiratif seperti yang terdapat dalam Buku Indonesia kelas edisi revisi tahun Inilah jawaban lengkap Soal Bahasa Indonesia Kelas halaman Alternatif Jawaban Kegiatan Pertanyaan Identifikasi Kesan apa yang kamu dapatkan setelah membaca tulisan tersebut Jawaban Ayo tanamkan rasa selalu saling menolong terlebih kepada pengemis yang benarbenar kelaparan sebagai kewajiban sosial sesama manusia,,,0,Neutral,2.0,0.9839,"orang, indonesia, konten, dokter, , halal, ratu, salah, tactical, pasang"
90,"Bangga! Billie Eilish Pakai Sweater Brand Asal Bandung, Desainernya Masih 17 Tahun | Dream.co.id",2023-02-26,Billie Eilish Pakai Sweater Brand Asal Bandung Desainernya Masih Tahun Instagram dressedlikeparents Billie Eilish tampak tertarik dengan sweater motif garis biru dan hitam hasil rework Callista Aldenia yang berusia tahun Dream Billie barubaru ini kecantol jaket desain one of one brand asal Bandung dressedlikeparents Dressedlikeparents ini diketahui awalnya menjual baju thrift online lewat Instagramm lalu berkembang dengan rework bajubaju thrift menjadi desain yang lebih unik © Instagram dressedlikeparents Billie Eilish tampak tertarik dengan sweater motif garis biru dan hitam hasil rework Callista Aldenia yang berusia tahun Lebih detail sweater bergaris itu dihiasi tempelan empat personil band dan tulisan Nightmare berwarna merah Tampak tulisan  menghiasi bagian atas sweater ini © Instagram dressedlikeparents Awalnya Callista dikirimi email oleh tim Billie yang bernama Shirley Kurata Tak menolak tawaran tersebut dalam bulan pakaian ini dirework sesuai dengan permintaan dari tim stylish Billie Eilish Tahap pengerjaannya pun tak mainmain dan butuh kedetailan hingga akhirnya dikirim ke USA dan dipakai oleh penyanyi kenaamaan dunia itu,0.0,0.0,33,Neutral,1.0,0.9922,"generasi, stroberi, billie, anda, tarik, muncul, mudah, tulis, istilah, dressedlikeparents"
91,"3 Zodiak Paling Hoki dalam Hubungan Cinta Minggu Ini, 26 Februari - 4 Maret 2023",2023-02-26,KABARMEGAPOLITANcom Siapa yang siap untuk minggu yang penuh kasih yang diisi dengan saatsaat menyenangkan dan halhal menarik untuk dilakukan Apakah itu kamu Akan ada keajaiban di udara jadi tarik napas dalamdalam dan hirup getaran keberuntungan dan cinta Lantas zodiak mana saja yang hoki dalam hubungan cinta minggu ini Nah mimin kasih bocorannya di artikel ini Baca Juga Menu Sarapan Pagi Rekomendasi Tinggi Protein tapi Rendah Karbo Gemini Mei Juni Bagian yang menarik tentang minggu ini Gemini adalah Anda akan secara sadar memilih kebahagiaan daripada keputusasaan Begitu mereka mengetahui hal itu mereka akan dengan senang hati terinspirasi oleh sikap Anda dan ini akan memicu rangkaian peristiwa yang hanya dapat membawa lebih banyak kegembiraan dalam hubungan Anda Keberuntungan dalam cinta datang kepadamu dalam bentuk kamu akhirnya percaya bahwa hal ini bisa berhasil,0.0,0.0,1,Positif,1.0,0.9878,"generasi, stroberi, billie, anda, tarik, muncul, mudah, tulis, istilah, dressedlikeparents"
92,"Luncurkan Compost Day, KLHK Targetkan 10 Juta Ton Sampah Organik Tidak Dibuang ke TPA",2023-02-27,Liputancom Jakarta Kementerian Lingkungan Hidup dan Kehutanan KLHK menggelar “Gerakan Nasional Compost Day Kompos Satu Negeri” Kegiatan ini merupakan salah satu rangkaian Hari Peduli Sampah Nasional HPSN yang mengambil tema “Tuntas Kelola Sampah untuk Kesejahteraan Masyarakat” Melalui gerakan tersebut KLHK mengajak masyarakat membuat pupuk kompos secara mandiri demi mengurangi timbulan sampah organik yang menumpuk di tempat pembuangan akhir atau TPA Kegiatan itu dipusatkan di Lapangan Banteng Jakarta Pusat Minggu Februari dengan menghadirkan stan kompos serta demo kompos Melalui momentum Hari Peduli Sampah Nasional saya ingin mengajak seluruh masyarakat Indonesia untuk melakukan kegiatan pengomposan yang dilakukan secara serentak di seluruh Indonesia” ucap Menteri LHK Siti Nurbaya Bakar saat menyampaikan sambutan pada Hari Kompos di Lapangan Banteng “Kegiatan ini bertujuan untuk mengubah mindset kita dalam mengelola sampah khususnya sampah organik yang berasal dari sisa makanan lanjutnya Menurut Menteri Siti jika seluruh masyarakat Indonesia mampu melakukan pengomposan sampah organik sisa makanan setiap tahun secara mandiri di rumah maka kirakira ada juta ton sampah organik tidak dibawa ke TPA Hal itu juga bisa menurunkan emisi gas rumah kaca sebesar juta ton setara karbondioksida Kurang lebih persen dari sampah tersebut bersumber dari rumah tangga Selain itu sampah organik juga merupakan kontributor terbesar dalam menghasilkan emisi gas rumah kaca jika tidak terkelola dengan baik Berdasarkan data KLHK Tahun juga bahwa sebanyak persen sampah di Indonesia masih diangkut dan dibuang ke landfill atau TPA Saya berharap momentum ini dapat menjadi koridor bagi kita semua untuk membangun gerakan kerja bersama dan kolaborasi dalam penyelenggaraan pengelolaan sampah yang lebih baik jelas Siti Nurbaya,,,0,Neutral,3.0,0.9947,", indonesia, puasa, umkm, usaha, sampah, milik, bisnis, kembang, kolaborasi"
93,Menguak Teori Konspirasi Kematian Paul The Beatles dalam Cover Album 'Abbey Road',2023-02-26,Sebuah teori konspirasi masih menjadi perbincangan hangat publik soal cover album The Beatles bertajuk Abbey Road Teori konspirasi itu mengungkapkan bahwa saat pemotretan album yang dilakukan pada tahun Paul McCartney mengalami kecelakaan mobil hingga meninggal dunia Rekanrekan bandnya pun disebut mengganti Paul dengan sosok orang lain saat pemotretan cover album tersebut Kabar mencengangkan tersebut muncul usai sebuah surat kabar menuliskan berita kematian Paul McCarteney sebelum album Abbey Road dirilis Dalam berita tersebut Payl McCartney disebut meninggal dalam kecelakaan dan sosoknya digantikan orang lain yang mirip yakni WIlliam Campbell Selain itu teori konspirasi ini makin berkembang liar usai muncul penelitipeneliti yang melihat adanya keanehan dan kejanggalan dalam foto cover album Abbey Road yang melegenda tersebut Penasaran dengan apa saja teori konspirasi The Beatles tersebut Saksikan penjelasannya dalam tayangan IPedia Trans TV yang tayang pada Minggu pukul WIB,15.0,0.0,22,Negatif,0.0,0.9898,"tubuh, zodiak, suhu, ramal, sehat, mario, bantu, david, dandy, anak"
94,"Resep Sup Bola-Bola Ayam yang Super Lezat, Makanan Musim Hujan yang Bikin Hangat!",2023-02-26,PRFMNEWS Musim hujan dan udara dingin seperti sekarang ini enaknya makan yang hangat dan berkuah Kalau kamu mencari inspirasi makanan apa yang bisa disajikan saat musim penghujan sup bolabola ayam sangat cocok dijadikan sajian untuk menghangatkan badan Sup Bola Ayam merupakan sup sehat yang terdiri dari bolabola ayam dan beberapa jenis sayuran Sup ini bisa dihidangkan saat makan siang atau makan malam Cara mengolah sup ini mirip dengan supsup yang lainnya Bedanya untuk sup ini kita membuat bolabola ayam Bolabola ayam ini sangat mudah membuatnya kalian hanya perlu daging ayam cincang putih telur tepung terigu garam merica dan potongan bawang putih Baca Juga Resep Gulai Daun Singkong Menu Berkuah Santan yang Simpel dan Gurihnya Bikin Nagih Untuk pelengkapnya kita bisa menambahkan beberapa potongan wortel dan jamur kuping Jenis sayuran lainnya yang bisa dimasukkan ke dalam sup ini misalnya brokoli jagung mini jenis jamur lainnya dll Sup ini cocok dihidangkan hangathangat untuk sarapan pagi dan saat cuaca hujan Selain sehat sup ini terdapat bolabola ayam yang mengandung protein yang baik untuk tubuh dan membantu menurunkan berat badan juga Jumlah vitamin dan mineral dalam sup yang nikmat ini memberikan dosis nutrisi harian Menambahkan wortel ke dalam sup ini bisa menyediakan banyak vitamin  sementara bawang merah bawang putih dan jahe tidak hanya mengatur metabolisme tetapi juga membuang racun Baca Juga Resep Sop Kaki Sapi Kuah Bening yang Gurih dan Segar Begini Cara Buatnya,,,1,Positif,4.0,0.9939,"bersih, makan, lantai, sahur, sup, sayur, mudah, anak, anda, skincare"
95,"Fakta Baru Mutilasi Model Abby Choi: Mantan Suami Bawa Kabur Uang Rp900 Juta dan Jam Mewah Rp7,7 Miliar",2023-02-27,Fakta Baru Mutilasi Model Abby Choi Mantan Suami Bawa Kabur Uang Rp Juta dan Jam Mewah Rp Miliar Suaracom Mantan suami Abby Choi Alex Kwong ternyata sempat mengambil sebagian harta saat akan kabur dari kejaran polisi Pria tahun itu ditetapkan sebagai salah satu pelaku pembunuhan berencana terhadap Abby Choi yang terkenal sebagai influencer fashion di Hong Kong Kwong bersama ayah dan saudara lakilakinya diduga lakukan pembunuhan sadis sampai memutilasi Abby Choi Sementara ibunda Kwong juga ditetapkan sebagai tersangka atas tuduhan merintangi penyelidikan polisi Kwong menjadi pelaku yang ditangkap terakhir oleh polisi pada Sabtu di Dermaga Pengembangan Tung Chung Hong Kong karena berencana kabur menggunakan speed boat Abby Choi Dok Instagramxxabbyc Sebagaimana diberitakan South China Morning Post Kwong membawa uang tunai ribu dolar Hong Kong atau setara Rp juta saat akan kabur dari kejaran polisi Jia juga membawa beberapa jam tangan mewah yang totalnya sampai juta dolar Hong Kong sekitar Rp miliar Baca Juga Fakta Kasus Pembunuhan Abby Choi Terbaru Sejak Hilang hingga Sidang Ditunda karena Kurang Bukti Setelah berhasil ditangkap Kwong mengeluh tidak enak badan di Kantor Polisi Hung Hom sehingga harus dibawa ke Rumah Sakit Queen Elizabeth di Yau Ma Tei Korban Abby Choi ditemukan oleh polisi telah dalam kondisi dimutilasi di rumah di Lung Mei Tsuen pada Jumat lalu Sebelumnya model tahun itu dilaporkan hilang sejak Selasa Ketika itu Choi terakhir terlihat pada CCTV pekarangan rumahnya saat henda menjemput salah satu anaknya Polisi menemukan potongan tubuh Abby Choi di lokasi kejadian bersamaan dengan perkakas yang diduga digunakan untuk memutilasinya seperti alat pengiris daging gergaji listrik dan beberapa pakaian Potongan tubuh Abby Choi yang ada di dalam rumah bahkan disebar ke manamana Polisi menemukan dua kaki di lemari es beserta kartu identitas korban kartu kredit dan barangbarang lainnya Jaringan tubuh manusia juga ditemukan di dalam panci berisi sup Sedangkan kepala badan dan tangan korban juga dipisah pada area ruangan lain di rumah tersebut Baca Juga Keluarga Abby Choi Melihat Korban Mutilasi di Kamar Mayat Fushan Ini Ternyata yang Terjadi Dugaan polisi motif pembunuhan berencana itu karena keluarga Kwong tidak suka dengan cara pengelolaan aset keuangan yang dilakukan Abby Choi Kabarnya Choi masih berikan bantuan finansial untuk keluarga Kwong meski mereka sudah berpisah Namun dorongan finansial itu tidak lagi dilakukan setelah Abby Choi menjkah dengan lelaki lain pada lalu,,,0,Negatif,7.0,0.9966,", senior, choi, orang, lansia, abby, living, siswa, finlandia, hiv"
96,STB Ramaikan Pameran Wisata Medis pada Malaysia Healtchare Expo 2023,2023-02-26,JawaPoscomSarawak Tourism Board STB turut berpartisipasi dalam acara Pameran Rumah Sakit Malaysia atau biasa disebut dengan “Malaysia Healthcare Expo ” MHX pada tanggal hingga Februari di Lippo Mall Puri Jakarta untuk mempromosikan wisata medis yang ada di Sarawak Malaysia Promosi wisata medis itu bertujuan memberi opsi kedua untuk wisatawan kesehatan dari Indonesia untuk melakukan perawatan di rumahrumah sakit di Sarawak yang menawarkan kekhidmatan kesehatan yang terkenal dengan kualitas pelayanan terbaik Tiga rumah sakit dari Sarawak yang mengambil bagian dalam acara pameran ini adalah Normah Medical Specialist Centre Borneo Medical Centre dan Timberland Medical Centre Baca juga Konferensi Konsil Kedokteran Internasional Dukung Wisata Medis di Bali Encik Suriya Charles Buas selaku wakil dari STB Unit Integrasi Pemasaran Komunikasi yakin bahwa partisipasi Sarawak dalam MHX Expo akan membantu menghidupkan kembali industri pariwisata kesehatan serta memberi manfaat kepada mereka yang bekerja di sektor medis dan sektor lain yang terkait kesehatan ’’Dengan kedekatan geografis dan rencana pemindahan ibu kota Indonesia ke Kalimantan Timur pameran ini adalah kesempatan sempurna bagi Sarawak untuk menunjukkan kepada pasar Indonesia akan fasilitas mutakhir dan layanan terampil yang ditawarkan oleh institusi medis swasta dan rumah sakit di Kuching Sibu Miri dan Bintulu” paparnya Dia menambahkan selain wisata medis ini juga kesempatan untuk STB menjalin kerjasama dua arah dengan para pelaku usaha di Indonesia yang saling menguntungkan kedua pihak untuk mempromosikan pariwisata antara kedua negara,,,0,Positif,8.0,0.9938,"wisata, pantai, orang, kota, milik, , tarik, kabupaten, dompu, rumah"
97,"Disebut Suami Idaman, 5 Artis Ganteng Tak Malu Temani Istrinya Belanja di Pasar",2023-02-26,JAKARTA iNewsid – Tak banyak yang tahu kalau ada artis ganteng tak malu temani istrinya belanja di pasar Meski sibuk dengan segudang aktivitas ternyata mereka tetap meluangkan waktu untuk menemani istrinya berbelanja Bahkan momen para artis ganteng menemani istrinya ke pasar juga diabadikan di media sosial Hal itu tentu saja jadi sorotan netizen Banyak yang mengatakan betapa beruntungnya para istri artis ganteng tersebut Para artis ini juga kerap disebutsebut sebagai suami idaman loh Lantas siapa saja artis ganteng tak malu temani istrinya belanja di pasar Berikut ulasannya dari berbagai sumber Minggu Raffi Ahmad Artis ganteng tak malu temani istrinya belanja di pasar Foto Istimewa Artis multitalenta Raffi Ahmad dikenal sangat sibuk Bahkan wajahnya masih warawiri di layar kaca dengan mengisi berbagai program acara Meski sibuk Raffi Ahmad masih sempat menemani sang istri Nagita Slavina belanja ke pasar loh Bahkan Raffi tak malu untuk ikut memilih sayuran dan sesekali bercanda dengan para pedagang Glenn Alinskie Artis ganteng tak malu temani istrinya belanja di pasar Foto Istimewa Meski sudah jarang muncul di layar kaca Glenn Alinskie kini melakoni profesi sebagai pengusaha Meski sibuk Glenn juga kerap menemani Chelsea Olivia belanja ke pasar tradisional lho Melalui unggahan Chelsea di Instagram dia mengunggah kebersamaan bersama Glenn saat di pasar Netizen pun menyebut Glenn sebagai suami idaman Editor Elvira Anna Halaman Follow Berita iNews di Google News Bagikan Artikel,23.0,1.0,25,Positif,2.0,0.9943,"orang, indonesia, konten, dokter, , halal, ratu, salah, tactical, pasang"
98,"Ramalan Zodiak Virgo Hari Ini, Senin 27 Februari 2023: Ambil Satu Langkah Maju Menuju Keinginan Anda",2023-02-26,JURNALSUMSELCOM Berikut ini ramalan zodiak dan Horoskop harian Virgo untuk hari ini Senin Februari tentang cinta karir keuangan dan kesehatan Ramalan zodiak Virgo hari ini akan memberikan prediksi peruntungan baik horoskop cinta karir keuangan maupun kesehatan Untuk lebih jelasnya simak ramalan zodiak Virgo selengkapnya untuk hari ini sebagaimana dilansir dari Prokerala Ramalan harian Virgo apakah Anda mewujudkan impian Anda Apakah Anda masih berhubungan dengan mereka Baca Juga Ramalan Zodiak Leo Hari Ini Senin Februari Kesempatan untuk Memperbaiki Hubungan Terbuka untuk Anda Energi dari aspek planet saat ini dapat memberi kekuatan dan dorongan pada bagian hidup Anda ini,,,0,Neutral,0.0,0.545,"tubuh, zodiak, suhu, ramal, sehat, mario, bantu, david, dandy, anak"
99,"Terungkap! Orang Sulit Sukses, 5 Kebiasaan Ini Penyebabnya..",2023-02-26,Jakarta CNBC Indonesia Bukan hal baru hampir setiap orang memiliki kebiasaan yang sudah menjadi bagian dari rutinitas keseharian mereka Namun ternyata kebiasaan kecil yang nampaknya tidak berdampak besar namun sebenarnya jika dilakukan terusmenerus bisa menjadi penghalang meraih kesuksesan Berikut adalah kebiasaan buruk yang dapat menghambat kesuksesan Anda dalam hidup yang dirangkum tim CNBC Indonesia dari berbagai sumber Melimpahkan Kesalahan kepada Orang Lain ADVERTISEMENT SCROLL TO RESUME CONTENT Melimpahkan beban kesalahanmu kepada orang lain memang merupakan sebuah cara yang paling mudah untuk dilakukan Namun hal ini hanya akan menghabiskan waktu tanpa memberikan solusi Oleh karena itu cobalah untuk mengontrol tindakanmu dalam situasi apa pun Alihalih saling melempar kesalahan temukan cara untuk menjadikan hal yang negatif menjadi sesuatu yang positif Tidak Punya Tujuan yang Jelas Sebagian besar orang memiliki ide konsep dan impian yang ingin mereka wujudkan menjadi kenyataan Namun dengan kebiasaan buruk memulai sesuatu tanpa rencana yang matang dan visi yang jelas kamu tidak akan mencapai apa pun Membuat peta tujuan yang jelas adalah salah satu cara yang bisa membantumu untuk maju selangkah lebih dekat dengan tujuanmu Tanpa rencana yang bisa mengarahkanmu ke tujuan masa depanmu kamu bisa tersesat di tengah jalan tanpa sadar Mengharapkan Validasi dari Orang Lain Saat kamu terlalu fokus dengan apa yang dipikirkan orang lain tentangmu kamu tidak akan mendengarkan pendapatmu sendiri Oleh karena itu keinginanmu untuk mendapat validasi dari orang lain hanya akan menghalangi langkahmu Memang ada kalanya mendengarkan pendapat orang lain adalah keputusan yang baik Namun kamu tidak boleh selalu mengandalkan validasi orang lain karena kamu adalah satusatunya orang yang bisa menjadi penentu dari sukses dan gagalmu sendiri Meragukan Diri Sendiri Keraguanmu terhadap diri sendiri sama dengan membunuh mimpimu dengan kedua tanganmu Pemikiran yang negatif dan ketakutan terhadap penolakan hanya akan makin membuatmu merasa terombangambing dan sulit untuk memutuskan sesuatu Jika kamu terusterusan meragukan diri sendiri dan bertanyatanya apakah tujuan hidupmu bisa diraih perasaan pesimis akan memenuhi dirimu Sebaliknya jika kamu percaya pada diri sendiri dan memvisualisasikan kesuksesanmu masa depan cerahmu akan makin terjamin Mengabaikan kesehatan Membiarkan dirimu terjebak dalam pola kebiasaan seharihari yang tidak sehat seperti makan sembarangan tidak berolahraga atau tidak cukup tidur akan membuatmu lelah secara fisik maupun mental Hal tersebut akan membuatmu rentan stres dan sakit Semua hal tersebut akan membawa dampak pada performamu karena kamu akan kesulitan untuk fokus dan produktif ketika kondisi sedang tidak baik Selain menjaga kesehatan kamu juga harus meluangkan waktu untuk bersantai demi menikmati hidup,0.0,0.0,8,Negatif,2.0,0.9954,"orang, indonesia, konten, dokter, , halal, ratu, salah, tactical, pasang"
